4.296727e+04,5.701190e+04,3.420294e+04,2.153897e+04,3.443853e+04,6.822457e+04,1.053958e+04,2.324501e+04,1.923667e+04,6.590070e+03,-6.381046e+03,2.839621e+04,1.573819e+04,1.880666e+04,2.523470e+04,1.601789e+04,1.628303e+04,3.263900e+04,1.651558e+04,7.841938e+03,2.019362e+04,1.449074e+04,1.195059e+04,2.111691e+04,2.316881e+04,1.010553e+04,3.741953e+04,1.892741e+04,1.811966e+04,4.589215e+04,-9.626299e+03,2.270287e+04,-5.665524e+03,2.031143e+04
4.297614e+04,5.701604e+04,3.419395e+04,2.153338e+04,3.442886e+04,6.822469e+04,1.056408e+04,2.323589e+04,1.927702e+04,6.638289e+03,-6.365608e+03,2.843389e+04,1.570346e+04,1.878865e+04,2.522127e+04,1.600594e+04,1.629499e+04,3.263857e+04,1.653534e+04,7.882453e+03,2.021484e+04,1.449959e+04,1.194009e+04,2.109254e+04,2.314901e+04,1.012395e+04,3.742670e+04,1.893203e+04,1.811706e+04,4.588973e+04,-9.597972e+03,2.270991e+04,-5.666115e+03,2.034323e+04
4.299111e+04,5.702612e+04,3.418409e+04,2.152689e+04,3.444856e+04,6.821845e+04,1.057493e+04,2.323409e+04,1.926690e+04,6.676793e+03,-6.324053e+03,2.846851e+04,1.571029e+04,1.878672e+04,2.523117e+04,1.600662e+04,1.630665e+04,3.264460e+04,1.656856e+04,7.927410e+03,2.024403e+04,1.449564e+04,1.196990e+04,2.113534e+04,2.315266e+04,1.012506e+04,3.743572e+04,1.894610e+04,1.812414e+04,4.589037e+04,-9.579447e+03,2.270802e+04,-5.659188e+03,2.032933e+04
4.297986e+04,5.701497e+04,3.417349e+04,2.152058e+04,3.445290e+04,6.821739e+04,1.057741e+04,2.326562e+04,1.927538e+04,6.710709e+03,-6.285311e+03,2.849007e+04,1.575852e+04,1.877802e+04,2.526491e+04,1.601382e+04,1.630419e+04,3.263843e+04,1.659925e+04,7.947148e+03,2.028635e+04,1.450081e+04,1.202209e+04,2.117549e+04,2.316522e+04,1.010890e+04,3.744554e+04,1.896054e+04,1.812816e+04,4.588985e+04,-9.560156e+03,2.270904e+04,-5.664944e+03,2.029835e+04
4.294808e+04,5.699546e+04,3.416798e+04,2.151365e+04,3.444479e+04,6.820933e+04,1.059011e+04,2.327370e+04,1.930249e+04,6.754129e+03,-6.261109e+03,2.853048e+04,1.578528e+04,1.878136e+04,2.527440e+04,1.600130e+04,1.630322e+04,3.264726e+04,1.662277e+04,7.978080e+03,2.031538e+04,1.453633e+04,1.202859e+04,2.117723e+04,2.314836e+04,1.009339e+04,3.745105e+04,1.895644e+04,1.811858e+04,4.588240e+04,-9.514471e+03,2.272537e+04,-5.656602e+03,2.028510e+04
4.293944e+04,5.698577e+04,3.415898e+04,2.150744e+04,3.445595e+04,6.818831e+04,1.060448e+04,2.326248e+04,1.930258e+04,6.774684e+03,-6.236891e+03,2.857357e+04,1.577593e+04,1.881633e+04,2.526283e+04,1.596555e+04,1.630211e+04,3.268279e+04,1.666103e+04,8.054806e+03,2.037286e+04,1.456413e+04,1.203499e+04,2.118627e+04,2.313906e+04,1.009518e+04,3.744595e+04,1.894269e+04,1.810123e+04,4.587497e+04,-9.487869e+03,2.274137e+04,-5.644482e+03,2.031548e+04
4.293722e+04,5.698468e+04,3.414912e+04,2.149993e+04,3.442791e+04,6.816601e+04,1.059444e+04,2.327841e+04,1.929577e+04,6.783217e+03,-6.238370e+03,2.857922e+04,1.577561e+04,1.880183e+04,2.525994e+04,1.594481e+04,1.629096e+04,3.266444e+04,1.668909e+04,8.093725e+03,2.040884e+04,1.457205e+04,1.205762e+04,2.115904e+04,2.315734e+04,1.011405e+04,3.744932e+04,1.894579e+04,1.809891e+04,4.586970e+04,-9.503223e+03,2.275179e+04,-5.628901e+03,2.032241e+04
4.291309e+04,5.697700e+04,3.413876e+04,2.148437e+04,3.441178e+04,6.813333e+04,1.057035e+04,2.326384e+04,1.927861e+04,6.795282e+03,-6.256562e+03,2.858382e+04,1.579455e+04,1.876101e+04,2.524687e+04,1.594706e+04,1.625388e+04,3.264824e+04,1.668634e+04,8.096929e+03,2.041582e+04,1.456301e+04,1.204610e+04,2.111905e+04,2.315016e+04,1.009709e+04,3.743967e+04,1.893079e+04,1.808676e+04,4.585588e+04,-9.532281e+03,2.274980e+04,-5.630588e+03,2.030560e+04
4.290568e+04,5.695584e+04,3.412791e+04,2.147499e+04,3.442739e+04,6.811238e+04,1.057449e+04,2.325907e+04,1.928849e+04,6.806507e+03,-6.262994e+03,2.859050e+04,1.578748e+04,1.875435e+04,2.523233e+04,1.595443e+04,1.623825e+04,3.263970e+04,1.668128e+04,8.110165e+03,2.042923e+04,1.456273e+04,1.205491e+04,2.111753e+04,2.312448e+04,1.008266e+04,3.743393e+04,1.891854e+04,1.807618e+04,4.585021e+04,-9.537807e+03,2.277756e+04,-5.658618e+03,2.035926e+04
4.290499e+04,5.695003e+04,3.412790e+04,2.147615e+04,3.440894e+04,6.810749e+04,1.058645e+04,2.328697e+04,1.929544e+04,6.824594e+03,-6.262835e+03,2.857942e+04,1.578580e+04,1.877075e+04,2.523066e+04,1.595950e+04,1.625313e+04,3.261205e+04,1.668085e+04,8.121123e+03,2.044923e+04,1.460573e+04,1.206546e+04,2.113779e+04,2.313775e+04,1.010802e+04,3.744186e+04,1.891763e+04,1.807735e+04,4.585049e+04,-9.541155e+03,2.277256e+04,-5.655903e+03,2.034849e+04
